_id,city,cloudiness,co,date,delay,event_code,event_desc,feels_like,gb-defra-index,hour,humidity,iconCategory,latitude,length,longitude,magnitudeOfDelay,minute,o3,pm10,pm2_5,pollution_level,pressure,so2,temperature,us-epa-index,uv,visibility,weather_desc,weather_main,wind_deg,wind_speed
1c1d2715ecd72cf8afa6f7bef7164491,da nang,20,1050.8,2025-01-07,159.0,101,Stationary traffic,297.41,10,8,69,6,16.0454,445.9920604259,108.2096,3,56,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
5b1873e131c7c1f24b45262eff244e03,ho chi minh city,40,3442.85,2025-01-07,266.0,108,Queuing traffic,307.32,10,8,66,6,10.7626,688.2335784377,106.6602,2,24,20.0,169.275,167.98,High,1008,88.43,303.18,5,8.0,10000,scattered clouds,Clouds,160,4.12
915ff4e65e1ac166c6f71afc2ca98035,da nang,20,1050.8,2025-01-07,179.0,115,Slow traffic,297.41,10,8,69,6,16.0454,934.5326828579,108.2096,1,56,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
4ab3c957dbc44f25a8c1cfc8e24b8e11,ho chi minh city,40,3516.85,2025-01-07,227.0,115,Slow traffic,307.57,10,8,62,6,10.76,1023.7668748901,106.66,1,10,42.0,155.03,153.365,High,1008,93.425,303.72,5,8.0,9000,scattered clouds,Clouds,0,1.03
c0bfd28519c35de1a9c79d45319486d4,ho chi minh city,40,3516.85,2025-01-07,126.0,108,Queuing traffic,306.52,10,8,68,6,10.7626,364.6104271019,106.6602,2,57,42.0,155.03,153.365,High,1008,93.425,302.62,5,8.0,10000,scattered clouds,Clouds,160,4.12
f544b5a64c9709f410615ae22aa94437,ho chi minh city,40,3516.85,2025-01-07,169.0,115,Slow traffic,307.57,10,8,62,6,10.76,688.2335784377,106.66,1,7,42.0,155.03,153.365,High,1008,93.425,303.72,5,8.0,9000,scattered clouds,Clouds,0,1.03
48fa88c71c03abc00a807033fd16c87f,da nang,20,1050.8,2025-01-07,152.0,108,Queuing traffic,298.39,10,8,65,6,16.0471,588.2412558256,108.2062,2,28,101.0,117.66,115.07,Low,1013,18.685,298.14,4,4.0,10000,few clouds,Clouds,90,3.6
e7947e130e1dc4454deaeb1b15139909,ho chi minh city,40,3516.85,2025-01-07,61.0,101,Stationary traffic,306.31,10,8,67,6,10.7626,41.9257938773,106.6602,3,34,42.0,155.03,153.365,High,1008,93.425,302.62,5,8.0,10000,scattered clouds,Clouds,160,4.12
5fa47c56d020954d934408bb18ab1c60,da nang,20,1045.25,2025-01-07,150.0,108,Queuing traffic,298.39,10,8,65,6,16.0471,616.420288964,108.2062,2,36,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.6
af35e9c383035b4942945c4d4269a8d5,da nang,20,1050.8,2025-01-07,103.0,108,Queuing traffic,298.5,10,8,69,6,16.05,633.1188970599,108.21,2,9,101.0,117.66,115.07,Low,1013,18.685,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
49d10c892bfb173114bcefbe6177fa21,ha noi,100,2651.05,2025-01-07,236.0,101,Stationary traffic,294.73,10,8,51,6,21.0285,518.7437478887,105.8048,3,12,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
54236f4f1a712b1475fb5d4fe96b6a9a,ho chi minh city,40,3516.85,2025-01-07,114.0,101,Stationary traffic,307.55,10,8,67,6,10.7626,145.1656543065,106.6602,3,42,42.0,155.03,153.365,High,1008,93.425,303.18,5,8.0,10000,scattered clouds,Clouds,160,4.12
291004e800f657d97f27497f021c2f35,ho chi minh city,40,3516.85,2025-01-07,152.0,101,Stationary traffic,307.57,10,8,62,6,10.76,226.2185431933,106.66,3,8,42.0,155.03,153.365,High,1008,93.425,303.72,5,8.0,9000,scattered clouds,Clouds,0,1.03
103456480a2b793cd68ddeb742d7b27e,ho chi minh city,40,3516.85,2025-01-07,153.0,101,Stationary traffic,307.55,10,8,67,6,10.7626,303.6720274427,106.6602,3,43,42.0,155.03,153.365,High,1008,93.425,303.18,5,8.0,10000,scattered clouds,Clouds,160,4.12
9d06e81df3fbfb80934f8ab43e3d5803,ha noi,100,2741.7,2025-01-07,296.0,101,Stationary traffic,294.73,10,8,51,6,21.0285,243.2465153864,105.8048,3,17,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
f13efaa3bed414908b80ab6384c50b81,ha noi,100,2741.7,2025-01-07,129.0,115,Slow traffic,294.73,10,8,51,6,21.0285,556.7138970201,105.8048,1,29,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
8476fc2ca2df08bd3d2e5f1b28e987b2,ho chi minh city,40,3516.85,2025-01-07,211.0,108,Queuing traffic,305.35,10,8,68,6,10.7626,499.8874404023,106.6602,2,55,42.0,155.03,153.365,High,1008,93.425,302.07,5,8.0,10000,scattered clouds,Clouds,160,4.12
d1b2e66ef463de1b05cb13c5ec29cf1e,ha noi,100,2741.7,2025-01-07,75.0,115,Slow traffic,294.73,10,8,51,6,21.0285,977.2652557433,105.8048,1,31,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
1c1d2715ecd72cf8afa6f7bef7164491,da nang,20,1050.8,2025-01-07,159.0,101,Stationary traffic,297.41,10,8,69,6,16.0454,445.9920604259,108.2096,3,56,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
40688c2052f0af7ca65290052d69f070,ho chi minh city,40,3442.85,2025-01-07,198.0,115,Slow traffic,307.32,10,8,66,6,10.7626,1198.1201702803,106.6602,1,24,20.0,169.275,167.98,High,1008,88.43,303.18,5,8.0,10000,scattered clouds,Clouds,160,4.12
73df50ab1ff0886eda697978b9f7c284,ha noi,100,2741.7,2025-01-07,153.0,115,Slow traffic,294.8,10,8,54,6,21.0285,650.9591411442,105.8048,1,49,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,121,2.58
5374ae5901f702424fa9ff0023c82af7,ha noi,100,2741.7,2025-01-07,69.0,108,Queuing traffic,294.8,10,8,54,6,21.0285,162.600237936,105.8048,2,44,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,121,2.58
dbd45098300a530cb38066e1b836d225,ha noi,100,2651.05,2025-01-07,163.0,108,Queuing traffic,294.78,10,8,53,6,21.0285,473.534574396,105.8048,2,34,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,133,2.5
e63e815bc8a38265a287f604d10c396f,ha noi,100,2651.05,2025-01-07,140.0,101,Stationary traffic,294.75,10,8,52,6,21.0285,288.8131900589,105.8048,3,16,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,109,2.46
369269f9382f0b7c7846be91d86d0e9d,da nang,20,1050.8,2025-01-07,136.0,101,Stationary traffic,298.39,10,8,65,6,16.0471,213.647709981,108.2062,3,17,101.0,117.66,115.07,Low,1013,18.685,298.14,4,4.0,10000,few clouds,Clouds,90,3.6
9f728aa9fb5543719f977afb0648b0eb,ho chi minh city,40,3516.85,2025-01-07,160.0,115,Slow traffic,305.35,10,8,68,6,10.7626,924.8416431594,106.6602,1,54,42.0,155.03,153.365,High,1008,93.425,302.07,5,8.0,10000,scattered clouds,Clouds,160,4.12
93e6cb7612c97abc749b7752e0b720ac,ho chi minh city,40,3516.85,2025-01-07,136.0,101,Stationary traffic,305.35,10,8,68,6,10.7626,264.2025254989,106.6602,3,52,42.0,155.03,153.365,High,1008,93.425,302.07,5,8.0,10000,scattered clouds,Clouds,160,4.12
84e82459151a60fb17ee720cef1297d1,da nang,20,1050.8,2025-01-07,250.0,115,Slow traffic,297.41,10,8,69,6,16.0454,1438.1819003132,108.2096,1,56,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
e7214cb451c3960ed913081db201c17d,da nang,20,1045.25,2025-01-07,129.0,108,Queuing traffic,298.5,10,8,69,6,16.05,650.2306484107,108.21,2,10,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
311281b6df1b2898fd6b6af615531233,ho chi minh city,40,3516.85,2025-01-07,355.0,101,Stationary traffic,305.35,10,8,68,6,10.7626,241.9782764054,106.6602,3,53,42.0,155.03,153.365,High,1008,93.425,302.07,5,8.0,10000,scattered clouds,Clouds,160,4.12
0c9b1e584d2fad1749ef2910d25b56ac,da nang,20,1045.25,2025-01-07,138.0,115,Slow traffic,298.5,10,8,69,6,16.05,2025.96,108.21,1,12,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
a82613e8733221b02e8c4fe181a88138,ha noi,100,2651.05,2025-01-07,152.0,108,Queuing traffic,294.73,10,8,51,6,21.0285,474.4871253951,105.8048,2,33,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
826afbb6dbe762cf33cc80335dd840ed,ha noi,100,2741.7,2025-01-07,78.0,101,Stationary traffic,294.8,10,8,54,6,21.0285,119.6632296956,105.8048,3,50,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,121,2.58
d3c93934de33ede66bacfc7dad46f973,ha noi,100,2651.05,2025-01-07,179.0,101,Stationary traffic,294.78,10,8,53,6,21.0285,220.3568591922,105.8048,3,34,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,133,2.5
4909b384af4a7cd20120fa250bf0a5f2,ho chi minh city,40,3479.85,2025-01-07,135.0,101,Stationary traffic,307.55,10,8,67,6,10.7626,133.3718577718,106.6602,3,49,74.0,115.44,113.22,High,1008,95.83,303.18,4,8.0,10000,scattered clouds,Clouds,160,4.12
63d836a7413533cab03407703bf5b2c0,ho chi minh city,40,3516.85,2025-01-07,151.0,115,Slow traffic,307.05,10,8,65,6,10.76,657.1782500925,106.66,1,21,42.0,155.03,153.365,High,1008,93.425,303.16,5,8.0,9000,scattered clouds,Clouds,180,2.68
edac7f666d86a5c9340b67c234b7afbe,da nang,20,1045.25,2025-01-07,174.0,101,Stationary traffic,298.5,10,8,69,6,16.05,80.1578810687,108.21,3,10,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
94a63c26f101e5e0b0cb68b60d954a79,da nang,20,1050.8,2025-01-07,154.0,101,Stationary traffic,298.4,10,8,65,6,16.0454,244.4172865721,108.2096,3,22,101.0,117.66,115.07,Low,1013,18.685,298.15,4,4.0,10000,few clouds,Clouds,90,3.6
6e553de16111c43d68f3064b083f2c67,ho chi minh city,40,3516.85,2025-01-07,76.0,101,Stationary traffic,305.35,10,8,68,6,10.7626,104.9422019625,106.6602,3,52,42.0,155.03,153.365,High,1008,93.425,302.07,5,8.0,10000,scattered clouds,Clouds,160,4.12
fb2d3191953b1dfdcec7f65a7aa04856,ha noi,100,2651.05,2025-01-07,119.0,108,Queuing traffic,294.73,10,8,51,6,21.0285,331.1541613958,105.8048,2,28,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
1c1d2715ecd72cf8afa6f7bef7164491,da nang,20,1050.8,2025-01-07,159.0,101,Stationary traffic,297.41,10,8,69,6,16.0454,445.9920604259,108.2096,3,56,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
ecfc7ee328eadaf4a5b4cea806e3e988,ha noi,100,2651.05,2025-01-07,127.0,115,Slow traffic,294.73,10,8,51,6,21.0285,969.4768123481,105.8048,1,11,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
a25d184c717ce3c2305e468e1e6fc262,ha noi,100,2741.7,2025-01-07,153.0,108,Queuing traffic,294.73,10,8,51,6,21.0285,1112.7055336981,105.8048,2,23,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
e257d7884748f901803841a4511c76fe,ho chi minh city,40,3516.85,2025-01-07,111.0,115,Slow traffic,307.55,10,8,67,6,10.7626,616.493590394,106.6602,1,50,42.0,155.03,153.365,High,1008,93.425,303.18,5,8.0,10000,scattered clouds,Clouds,160,4.12
9e6a4a4944d826bcae75f150d82ee0bf,ha noi,100,2741.7,2025-01-07,130.0,115,Slow traffic,294.78,10,8,53,6,21.0285,656.4655386705,105.8048,1,46,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,133,2.5
a788b9c40154d4573106072aba2fa696,ho chi minh city,40,3516.85,2025-01-07,190.0,108,Queuing traffic,305.35,10,8,68,6,10.7626,400.1528235165,106.6602,2,52,42.0,155.03,153.365,High,1008,93.425,302.07,5,8.0,10000,scattered clouds,Clouds,160,4.12
d99544643c85204b8b3ef0f0485ea0d3,ho chi minh city,40,3516.85,2025-01-07,173.0,101,Stationary traffic,307.57,10,8,62,6,10.76,265.6301388458,106.66,3,8,42.0,155.03,153.365,High,1008,93.425,303.72,5,8.0,9000,scattered clouds,Clouds,0,1.03
9ffe02d4f231b88963c30d529399f888,ha noi,100,2651.05,2025-01-07,90.0,115,Slow traffic,294.73,10,8,51,6,21.0285,1005.0515527327,105.8048,1,28,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
0ab3865b062b8d3cea114f2e66c814ab,da nang,20,1050.8,2025-01-07,113.0,108,Queuing traffic,298.39,10,8,65,6,16.0471,560.017906906,108.2062,2,28,101.0,117.66,115.07,Low,1013,18.685,298.14,4,4.0,10000,few clouds,Clouds,90,3.6
fd1f6a8855463b2e00ecf0e15ee96453,da nang,20,1050.8,2025-01-07,192.0,101,Stationary traffic,298.51,10,8,69,6,16.0454,149.8298601973,108.2096,3,20,101.0,117.66,115.07,Low,1013,18.685,298.15,4,4.0,10000,few clouds,Clouds,90,3.09
9597384966a996b96cab1873cb2f0668,da nang,20,1050.8,2025-01-07,282.0,101,Stationary traffic,297.41,10,8,69,6,16.0454,438.7227765728,108.2096,3,53,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
e06232d18d0f723bb74eb269aa6c0700,ha noi,100,2741.7,2025-01-07,45.0,115,Slow traffic,294.78,10,8,53,6,21.0285,323.6354426259,105.8048,1,54,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,133,2.5
eef0411103dfc9dfed2ec203f6977913,ho chi minh city,40,3516.85,2025-01-07,161.0,101,Stationary traffic,307.55,10,8,67,6,10.7626,135.451349704,106.6602,3,41,42.0,155.03,153.365,High,1008,93.425,303.18,5,8.0,10000,scattered clouds,Clouds,160,4.12
06cf1c9bfdb7b4650eb0d2fbec9459ad,ho chi minh city,40,3516.85,2025-01-07,230.0,108,Queuing traffic,307.1,10,8,65,6,10.7626,568.3137974333,106.6602,2,19,42.0,155.03,153.365,High,1008,93.425,303.18,5,8.0,9000,scattered clouds,Clouds,180,2.68
4cb0a96b017e91a46ec70d9ae1883b22,ha noi,100,2741.7,2025-01-07,169.0,101,Stationary traffic,294.8,10,8,54,6,21.0285,544.6571828773,105.8048,3,40,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,121,2.58
d34a536dba8f54fa26c890cf4a93d0ac,ha noi,100,2651.05,2025-01-07,215.0,101,Stationary traffic,294.73,10,8,51,6,21.0285,152.9030724437,105.8048,3,26,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
bd8320d4a129b8b57793b5b77f15ce5d,ho chi minh city,40,3479.85,2025-01-07,157.0,101,Stationary traffic,307.55,10,8,67,6,10.7626,362.6716538154,106.6602,3,49,74.0,115.44,113.22,High,1008,95.83,303.18,4,8.0,10000,scattered clouds,Clouds,160,4.12
a75ed503a3fe44231b44b16a283306dc,ha noi,100,2741.7,2025-01-07,137.0,101,Stationary traffic,294.73,10,8,51,6,21.0285,164.1681509155,105.8048,3,23,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
e97c309f60f40a8ee3495e7773632f03,da nang,20,1050.8,2025-01-07,154.0,101,Stationary traffic,298.39,10,8,65,6,16.0471,195.7912502536,108.2062,3,17,101.0,117.66,115.07,Low,1013,18.685,298.14,4,4.0,10000,few clouds,Clouds,90,3.6
341f54a56138f4794b700b60651c5552,ha noi,100,2741.7,2025-01-07,52.0,101,Stationary traffic,294.73,10,8,51,6,21.0285,125.4315758548,105.8048,3,30,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
5e53ab6a940c8f5c3d5464ec6a957d1a,da nang,20,1050.8,2025-01-07,120.0,101,Stationary traffic,298.4,10,8,65,6,16.0454,106.3476799137,108.2096,3,45,101.0,117.66,115.07,Low,1013,18.685,298.15,4,4.0,10000,few clouds,Clouds,90,3.6
aef9693ebd3b9e9bcd840a063e0e1d51,ho chi minh city,40,3516.85,2025-01-07,68.0,101,Stationary traffic,307.55,10,8,67,6,10.7626,26.7043502017,106.6602,3,41,42.0,155.03,153.365,High,1008,93.425,303.18,5,8.0,10000,scattered clouds,Clouds,160,4.12
c7b644f6a3602a45d40af56cc3c29ed7,ho chi minh city,40,3516.85,2025-01-07,44.0,115,Slow traffic,307.57,10,8,62,6,10.76,147.9158373327,106.66,1,10,42.0,155.03,153.365,High,1008,93.425,303.72,5,8.0,9000,scattered clouds,Clouds,0,1.03
3ce80d7072a3d4718453b08cba0f2d58,ho chi minh city,40,3516.85,2025-01-07,185.0,101,Stationary traffic,306.31,10,8,67,6,10.7626,416.8589518207,106.6602,3,39,42.0,155.03,153.365,High,1008,93.425,302.62,5,8.0,10000,scattered clouds,Clouds,160,4.12
a62233056b2ac42e56e96967d3f4da0d,da nang,20,1050.8,2025-01-07,134.0,108,Queuing traffic,297.4,10,8,69,6,16.0471,598.1566772786,108.2062,2,48,101.0,117.66,115.07,Low,1014,18.685,297.14,4,4.0,10000,few clouds,Clouds,90,3.09
ce6df48c47594243847b1ba5e5507023,da nang,20,1050.8,2025-01-07,103.0,101,Stationary traffic,297.41,10,8,69,6,16.0454,56.725234122,108.2096,3,51,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
5fa47c56d020954d934408bb18ab1c60,da nang,20,1045.25,2025-01-07,150.0,108,Queuing traffic,298.39,10,8,65,6,16.0471,616.420288964,108.2062,2,36,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.6
ca975dc1dfb3ce712b61014c7f4f2984,ha noi,100,2741.7,2025-01-07,164.0,108,Queuing traffic,294.73,10,8,51,6,21.03,1004.3780041038,105.8,2,21,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,132,2.13
007bae4a53417f4a982aa82a1f2d83ab,da nang,20,1050.8,2025-01-07,110.0,108,Queuing traffic,297.41,10,8,69,6,16.0454,733.6452778102,108.2096,2,56,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
6c055264a903e0eb0a340eab60965741,ha noi,100,2741.7,2025-01-07,205.0,115,Slow traffic,294.78,10,8,53,6,21.0285,2920.935548661,105.8048,1,52,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,133,2.5
81b77e41e21eb57a2c28c1c9a1ae4ccf,ha noi,100,2741.7,2025-01-07,75.0,108,Queuing traffic,294.73,10,8,51,6,21.0285,497.862714683,105.8048,2,23,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
84e82459151a60fb17ee720cef1297d1,da nang,20,1050.8,2025-01-07,250.0,115,Slow traffic,297.41,10,8,69,6,16.0454,1438.1819003132,108.2096,1,56,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
8d118422207cb66d38909e145b8b43e5,ho chi minh city,40,3516.85,2025-01-07,167.0,101,Stationary traffic,307.1,10,8,65,6,10.7626,319.8434974742,106.6602,3,14,42.0,155.03,153.365,High,1008,93.425,303.18,5,8.0,9000,scattered clouds,Clouds,180,2.68
599ab9dede52425897fa196f9e40c5ae,da nang,20,1045.25,2025-01-07,172.0,101,Stationary traffic,298.5,10,8,69,6,16.05,126.2737890945,108.21,3,14,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
235896d0cd6719c3260dc9ee81e8eaf8,ha noi,100,2741.7,2025-01-07,120.0,101,Stationary traffic,294.73,10,8,51,6,21.03,258.4927854706,105.8,3,9,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,132,2.13
45b70042f155fd2de5e79de6c07087e8,ho chi minh city,40,3516.85,2025-01-07,155.0,108,Queuing traffic,307.57,10,8,62,6,10.76,431.6727688324,106.66,2,8,42.0,155.03,153.365,High,1008,93.425,303.72,5,8.0,9000,scattered clouds,Clouds,0,1.03
fdab2bbebc03aa9561f3e054d001d141,ho chi minh city,40,3516.85,2025-01-07,148.0,101,Stationary traffic,306.52,10,8,68,6,10.7626,271.495580832,106.6602,3,57,42.0,155.03,153.365,High,1008,93.425,302.62,5,8.0,10000,scattered clouds,Clouds,160,4.12
6299a7df6a3e9f29f728c9458e3399eb,ho chi minh city,40,3516.85,2025-01-07,152.0,115,Slow traffic,307.32,10,8,66,6,10.7626,775.4866304598,106.6602,1,30,42.0,155.03,153.365,High,1008,93.425,303.18,5,8.0,10000,scattered clouds,Clouds,160,4.12
14d4f011dec89899ec014e41cbffff2d,ho chi minh city,40,3516.85,2025-01-07,104.0,101,Stationary traffic,306.31,10,8,67,6,10.7626,170.948361891,106.6602,3,37,42.0,155.03,153.365,High,1008,93.425,302.62,5,8.0,10000,scattered clouds,Clouds,160,4.12
80259a353cacea61de9826bb74ca79c0,ha noi,100,2741.7,2025-01-07,186.0,101,Stationary traffic,294.73,10,8,51,6,21.03,215.1528446456,105.8,3,9,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,132,2.13
369269f9382f0b7c7846be91d86d0e9d,da nang,20,1050.8,2025-01-07,136.0,101,Stationary traffic,298.39,10,8,65,6,16.0471,213.647709981,108.2062,3,17,101.0,117.66,115.07,Low,1013,18.685,298.14,4,4.0,10000,few clouds,Clouds,90,3.6
0c0a9f9cc5d16788a629ff54bdbb61ed,ho chi minh city,40,3516.85,2025-01-07,28.0,115,Slow traffic,306.31,10,8,67,6,10.7626,254.9213916707,106.6602,1,39,42.0,155.03,153.365,High,1008,93.425,302.62,5,8.0,10000,scattered clouds,Clouds,160,4.12
0c9b1e584d2fad1749ef2910d25b56ac,da nang,20,1045.25,2025-01-07,138.0,115,Slow traffic,298.5,10,8,69,6,16.05,2025.96,108.21,1,12,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
cb5241a95cd0659146a6af97ef3ef6a3,da nang,20,1045.25,2025-01-07,139.0,101,Stationary traffic,298.5,10,8,69,6,16.05,199.4180138745,108.21,3,10,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
cad6d929f7161f9aa76d9ca2d87f6ea8,ha noi,100,2651.05,2025-01-07,207.0,101,Stationary traffic,294.73,10,8,51,6,21.0285,459.6914635573,105.8048,3,26,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
9a277b79ae6585a3a40013166ae1ca21,da nang,20,1045.25,2025-01-07,62.0,122,Heavy traffic,298.5,10,8,69,6,16.05,2021.54,108.21,1,13,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
edac7f666d86a5c9340b67c234b7afbe,da nang,20,1045.25,2025-01-07,174.0,101,Stationary traffic,298.5,10,8,69,6,16.05,80.1578810687,108.21,3,10,77.0,127.095,124.135,Low,1013,13.69,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
04410f4f1bdb2eddb7dfff428552d49b,ha noi,100,2741.7,2025-01-07,144.0,101,Stationary traffic,294.78,10,8,53,6,21.0285,450.3174095538,105.8048,3,52,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,133,2.5
84e82459151a60fb17ee720cef1297d1,da nang,20,1050.8,2025-01-07,250.0,115,Slow traffic,297.41,10,8,69,6,16.0454,1438.1819003132,108.2096,1,56,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
407aacf791c1057d674b5f20bd44e9d2,ha noi,100,2741.7,2025-01-07,152.0,101,Stationary traffic,294.78,10,8,53,6,21.0285,219.9810120885,105.8048,3,57,70.0,242.165,240.315,Moderate,1014,74.555,295.14,5,5.0,10000,overcast clouds,Clouds,133,2.5
b1f50079356905f949c449af50115afb,ha noi,100,2651.05,2025-01-07,167.0,101,Stationary traffic,294.8,10,8,54,6,21.0285,582.5693739383,105.8048,3,43,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,121,2.58
fcd6830777a76f7201406862ef56abf0,ho chi minh city,40,3516.85,2025-01-07,159.0,108,Queuing traffic,307.32,10,8,66,6,10.7626,691.4567205422,106.6602,2,16,42.0,155.03,153.365,High,1008,93.425,303.18,5,8.0,10000,scattered clouds,Clouds,160,4.12
74cfeb943bd74da3c3c72fc3e09f6d44,ho chi minh city,40,3479.85,2025-01-07,163.0,108,Queuing traffic,307.55,10,8,67,6,10.7626,526.0547833684,106.6602,2,49,74.0,115.44,113.22,High,1008,95.83,303.18,4,8.0,10000,scattered clouds,Clouds,160,4.12
96fc71ff77c22cba0eb49454ac42ad57,da nang,20,1050.8,2025-01-07,274.0,101,Stationary traffic,297.41,10,8,69,6,16.0454,190.3348742066,108.2096,3,54,101.0,117.66,115.07,Low,1013,18.685,297.15,4,4.0,10000,few clouds,Clouds,90,3.09
029f1934766856fbe8bf689441334956,da nang,20,1050.8,2025-01-07,103.0,108,Queuing traffic,297.4,10,8,69,6,16.0471,395.5417737622,108.2062,2,49,101.0,117.66,115.07,Low,1014,18.685,297.14,4,4.0,10000,few clouds,Clouds,90,3.09
cbb2f2b3e0b050e27544c862edbc7bd7,ha noi,100,2651.05,2025-01-07,104.0,101,Stationary traffic,294.73,10,8,51,6,21.0285,166.2292323204,105.8048,3,11,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,131,2.14
36720a182cea68376a3b5315eee1e145,da nang,20,1050.8,2025-01-07,121.0,115,Slow traffic,298.5,10,8,69,6,16.05,922.8496808599,108.21,1,7,101.0,117.66,115.07,Low,1013,18.685,298.14,4,4.0,10000,few clouds,Clouds,90,3.09
dec71de43aec1750b5fc315253497495,ha noi,100,2651.05,2025-01-07,145.0,101,Stationary traffic,294.73,10,8,51,6,21.03,366.1945647384,105.8,3,15,52.0,242.905,240.315,Moderate,1014,68.635,295.14,5,5.0,10000,overcast clouds,Clouds,132,2.13
